Lithuania , 465, 70, 464.666669517756, 69.5777736008167
Luxembourg , 424, 82, 424.046296477318, 82.459724187851
Macau , 669, 139, 668.641664385796, 139.312036074698
Macedonia, FYR, 460, 99, 460.111111178994, 98.7768523842096
Madagascar , 517, 226, 517.055555284023, 226.222222529352
Malawi , 487, 213, 487.444445937872, 212.825001105666
Malaysia , 666, 180, 666.25, 179.847222183831
Maldives , 576, 178, 576.277773976326, 178.301388597116
Mali , 401, 150, 400.888888668269, 149.961110435426
Malta , 443, 111, 443.217591121793, 111.143518313766
Mauritania , 383, 144, 382.666665241122, 143.777777470648
Mauritius , 541, 227, 541.086116433144, 226.806204989552
Mexico , 178, 138, 177.66666829586, 137.594441741705
Moldova , 476, 88, 476.055557727814, 88.1277780234814
Mongolia , 649, 90, 649.166658520699, 90.1888834834099
Montserrat , 268, 150, 268.32222700119, 150.476389564574
Morocco , 399, 119, 398.611111026257, 119.044442847371
Mozambique , 490, 223, 489.722223579884, 222.615276917815
Myanmar , 633, 140, 633.222221136093, 139.65555549413
Namibia , 449, 230, 448.722222968936, 230.34444450587
Nepal , 601, 127, 601.33333414793, 127.288886800408
Netherlands , 423, 77, 423.097222968936, 76.7916703522205
New Zealand , 806, 270, 806.333321928978, 269.505556046963
Nicaragua , 216, 158, 216.388894319534, 158.205554388463
Niger , 428, 152, 428.222222663462, 152.022221423686
Nigeria , 428, 164, 428.222222663462, 164.388888735324
Korea, Dem. Rep., 699, 103, 699.277778863907, 102.555554941297
Norway , 433, 57, 432.777777947485, 57.2111076712608
Oman , 540, 142, 539.83333170414, 141.716666482389
Pakistan , 569, 123, 569.444447159767, 123.16666482389
Panama , 228, 166, 227.777776420116, 166.449999723583
Papua New Guinea , 745, 197, 744.83333170414, 197.366667311639
Paraguay , 278, 232, 277.888884544373, 232.405558258295
Peru , 237, 206, 236.888886988163, 205.611111264676
Philippines , 688, 158, 687.888884544373, 158.205554388463
Poland , 456, 78, 455.555555894971, 77.822217553854
Portugal , 392, 104, 391.777777336538, 103.586113199592
Puerto Rico , 259, 147, 258.527783751488, 147.384723082185
Qatar , 527, 132, 526.736105680466, 132.441667035222
Romania , 467, 90, 466.944447159767, 90.1888834834099
Russian Federation, 638, 61, 637.777788639069, 61.3333296477795
Rwanda , 478, 189, 478.333335369825, 189.122222322039
St. Kitts and Nevis, 267, 149, 267.069442272186, 149.274074360728
St. Lucia , 271, 156, 271.131486296654, 156.384906440973
St. Vincent and the Grenadines , 271, 158, 270.599998533726, 157.690278023481
Samoa, 17, 213, 17.4629598855972, 212.996758051217
São Tomé and Príncipe , 426, 183, 425.944445021451, 182.93888883898
Saudi Arabia , 512, 133, 512.5, 133.472219765186
Senegal , 378, 156, 378.111109957099, 156.144443400204
Seychelles , 537, 194, 536.796298921108, 194.446759156883
Sierra Leone , 384, 167, 383.805554062128, 167.480555217713
Singapore , 646, 182, 646.433327794075, 182.183148223907
Slovakia , 454, 85, 454.416667073965, 84.6925948858261
Slovenia , 444, 90, 443.749072775245, 89.9484232068062
Solomon Islands , 772, 201, 772.166663408279, 201.488889288157
Somalia , 522, 164, 521.611110568047, 164.388888735324
South Africa , 465, 245, 464.666669517756, 244.772224187851
Korea, Rep., 700, 109, 700.416658520699, 108.738887906075
Spain , 401, 103, 400.888888668269, 102.555554941297
Sri Lanka , 594, 171, 594.499995112419, 170.572221700102
Sudan , 478, 154, 478.333335369825, 154.083332411945
Suriname , 282, 177, 282.444439828396, 176.755555355921
Swaziland , 482, 240, 481.749998778105, 239.619443953037
Sweden , 444, 57, 444.166667684913, 57.2111076712608
Switzerland , 428, 88, 428.222222663462, 88.1277780234814
Syrian Arab Republic, 497, 113, 496.555556505919, 112.861109882593
Tajikistan , 572, 105, 571.722218692303, 104.616665929556
Tanzania , 490, 197, 489.722223579884, 197.366667311639
Thailand , 638, 154, 637.777788639069, 154.083332411945
Timor-Leste , 697, 203, 696.810185909271, 203.206480856985
Togo , 413, 169, 412.657407312654, 168.511110711843
Tonga , 11, 226, 11.3888943195343, 226.222222529352
Trinidad and Tobago , 271, 162, 271.055557727814, 162.327777747065
Tunisia , 431, 115, 430.500000305474, 114.922220870852
Turkey , 490, 105, 489.722223579884, 104.616665929556
Turkmenistan , 547, 103, 546.666670739651, 102.555554941297
Uganda , 483, 183, 482.888890653849, 182.93888883898
Ukraine , 483, 84, 482.888890653849, 84.0055560469627
United Arab Emirates , 533, 136, 533.000004887581, 135.533330753446
United Kingdom , 405, 74, 405.444444334134, 73.6999955773354
United States , 189, 107, 189.055562615395, 106.677776917815
Uruguay , 282, 253, 282.444439828396, 253.016668140888
Uzbekistan , 556, 100, 555.777781307697, 100.494443953037
Vanuatu , 790, 218, 790.388884544373, 217.977778576314
Venezuela, RB, 260, 169, 259.666663408279, 168.511110711843
Vietnam , 656, 152, 655.620366930962, 151.678704768419
Zambia , 478, 216, 478.333335369825, 215.916667588055
Zimbabwe , 478, 226, 478.333335369825, 226.222222529352
